,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
2314,2314,2996.0,147,86,205444.0,3,1,1,311,5,Platinum
2315,2315,2997.0,20,72,54448.0,1,1,2,112,4,Platinum
2316,2316,2998.0,95,29,41275.0,3,2,2,322,7,Gold
2317,2317,2999.0,2,197,601766.0,1,1,1,111,3,Platinum
2318,2318,3000.0,268,60,39584.0,4,1,2,412,7,Gold
2319,2319,3001.0,303,15,20029.0,4,2,3,423,9,Silver
2320,2320,3002.0,72,22,52660.0,3,2,2,322,7,Gold
2321,2321,3003.0,305,5,33756.0,4,3,2,432,9,Silver
2322,2322,3004.0,19,62,23362.0,1,1,3,113,5,Platinum
2323,2323,3005.0,13,172,273686.0,1,1,1,111,3,Platinum
2324,2324,3006.0,37,232,273260.0,2,1,1,211,4,Platinum
2325,2325,3007.0,20,45,27448.0,1,1,2,112,4,Platinum
2326,2326,3008.0,54,35,18987.0,2,2,3,223,7,Gold
2327,2327,3009.0,57,31,34447.0,3,2,2,322,7,Gold
2328,2328,3010.0,23,7,14333.0,2,3,3,233,8,Gold
2329,2329,3011.0,45,54,29210.0,2,1,2,212,5,Platinum
2330,2330,3012.0,27,72,136687.0,2,1,1,211,4,Platinum
2331,2331,3013.0,45,102,80862.0,2,1,2,212,5,Platinum
2332,2332,3014.0,113,52,121764.0,3,1,1,311,5,Platinum
2333,2333,3015.0,18,380,5094946.0,1,1,1,111,3,Platinum
2334,2334,3016.0,25,18,44294.0,2,2,2,222,6,Gold
2335,2335,3017.0,195,6,12170.0,4,3,3,433,10,Silver
2336,2336,3018.0,303,21,43146.0,4,2,2,422,8,Gold
2337,2337,3019.0,3,372,256284.0,1,1,1,111,3,Platinum
2338,2338,3020.0,264,9,30820.0,4,3,2,432,9,Silver
2339,2339,3021.0,85,1,-382.0,3,4,4,344,11,Bronze
2340,2340,3022.0,111,2,28507.0,3,4,2,342,9,Silver
2341,2341,3023.0,59,6,34727.0,3,3,2,332,8,Gold
2342,2342,3024.0,214,83,85782.0,4,1,2,412,7,Gold
2343,2343,3025.0,65,8,45888.0,3,3,2,332,8,Gold
2344,2344,3026.0,29,17,25517.0,2,2,3,223,7,Gold
2345,2345,3027.0,31,109,193443.0,2,1,1,211,4,Platinum
2346,2346,3028.0,6,132,104993.0,1,1,1,111,3,Platinum
2347,2347,3029.0,8,278,450748.0,1,1,1,111,3,Platinum
2348,2348,3030.0,71,24,46056.0,3,2,2,322,7,Gold
2349,2349,3031.0,2,173,83302.0,1,1,2,112,4,Platinum
2350,2350,3032.0,47,85,90760.0,2,1,1,211,4,Platinum
2351,2351,3033.0,34,62,28821.0,2,1,2,212,5,Platinum
2352,2352,3034.0,212,2,388.0,4,4,4,444,12,Bronze
2353,2353,3035.0,136,36,38148.0,3,2,2,322,7,Gold
2354,2354,3036.0,199,20,22390.0,4,2,3,423,9,Silver
2355,2355,3037.0,197,43,84834.0,4,2,2,422,8,Gold
2356,2356,3038.0,151,11,40792.0,3,3,2,332,8,Gold
2357,2357,3039.0,88,14,32861.0,3,2,2,322,7,Gold
2358,2358,3040.0,73,1,734.0,3,4,4,344,11,Bronze
2359,2359,3041.0,64,99,229732.0,3,1,1,311,5,Platinum
2360,2360,3042.0,100,111,280874.0,3,1,1,311,5,Platinum
2361,2361,3043.0,220,9,26288.0,4,3,2,432,9,Silver
2362,2362,3044.0,7,201,455940.0,1,1,1,111,3,Platinum
2363,2363,3045.0,30,135,120173.0,2,1,1,211,4,Platinum
2364,2364,3046.0,179,33,17486.0,4,2,3,423,9,Silver
2365,2365,3047.0,72,4,10348.0,3,3,3,333,9,Silver
2366,2366,3048.0,22,85,196754.0,2,1,1,211,4,Platinum
2367,2367,3049.0,20,234,183859.0,1,1,1,111,3,Platinum
2368,2368,3050.0,34,148,199772.0,2,1,1,211,4,Platinum
2369,2369,3051.0,83,2,10559.0,3,4,3,343,10,Silver
2370,2370,3052.0,24,180,77106.0,2,1,2,212,5,Platinum
2371,2371,3053.0,52,171,99260.0,2,1,1,211,4,Platinum
2372,2372,3054.0,275,12,27290.0,4,3,2,432,9,Silver
2373,2373,3055.0,165,19,41747.0,4,2,2,422,8,Gold
2374,2374,3056.0,8,363,223738.0,1,1,1,111,3,Platinum
2375,2375,3057.0,90,28,69768.0,3,2,2,322,7,Gold
2376,2376,3058.0,64,145,318781.0,3,1,1,311,5,Platinum
2377,2377,3059.0,26,17,43804.0,2,2,2,222,6,Gold
2378,2378,3060.0,11,34,32437.0,1,2,2,122,5,Platinum
2379,2379,3061.0,76,53,100727.0,3,1,1,311,5,Platinum
2380,2380,3062.0,16,18,39044.0,1,2,2,122,5,Platinum
2381,2381,3063.0,193,19,15618.0,4,2,3,423,9,Silver
2382,2382,3064.0,177,26,48715.0,4,2,2,422,8,Gold
2383,2383,3065.0,78,42,46786.0,3,2,2,322,7,Gold
2384,2384,3066.0,36,30,75870.0,2,2,2,222,6,Gold
2385,2385,3067.0,47,38,90461.0,2,2,1,221,5,Platinum
2386,2386,3068.0,73,62,184573.0,3,1,1,311,5,Platinum
2387,2387,3069.0,297,49,118150.0,4,1,1,411,6,Gold
2388,2388,3070.0,4,97,85755.0,1,1,2,112,4,Platinum
2389,2389,3071.0,9,97,206399.0,1,1,1,111,3,Platinum
2390,2390,3072.0,50,136,372281.0,2,1,1,211,4,Platinum
2391,2391,3073.0,163,16,10769.0,4,2,3,423,9,Silver
2392,2392,3074.0,361,22,37853.0,4,2,2,422,8,Gold
2393,2393,3075.0,8,11,46376.0,1,3,2,132,6,Gold
2394,2394,3076.0,109,86,172300.0,3,1,1,311,5,Platinum
2395,2395,3077.0,26,86,75908.0,2,1,2,212,5,Platinum
2396,2396,3078.0,36,4,115056.0,2,3,1,231,6,Gold
2397,2397,3079.0,21,3,11112.0,1,4,3,143,8,Gold
2398,2398,3080.0,298,13,39173.0,4,2,2,422,8,Gold
2399,2399,3081.0,373,13,31095.0,4,2,2,422,8,Gold
2400,2400,3082.0,22,166,118417.0,2,1,1,211,4,Platinum
2401,2401,3083.0,12,35,109779.0,1,2,1,121,4,Platinum
2402,2402,3084.0,53,113,196078.0,2,1,1,211,4,Platinum
2403,2403,3085.0,31,6,12046.0,2,3,3,233,8,Gold
2404,2404,3086.0,279,17,20097.0,4,2,3,423,9,Silver
2405,2405,3087.0,62,42,61942.0,3,2,2,322,7,Gold
2406,2406,3088.0,28,12,23637.0,2,3,3,233,8,Gold
2407,2407,3089.0,187,157,133424.0,4,1,1,411,6,Gold
2408,2408,3090.0,2,297,1135256.0,1,1,1,111,3,Platinum
2409,2409,3091.0,5,195,1611744.0,1,1,1,111,3,Platinum
2410,2410,3092.0,173,15,34920.0,4,2,2,422,8,Gold
2411,2411,3093.0,82,14,27954.0,3,2,2,322,7,Gold
2412,2412,3094.0,4,17,35499.0,1,2,2,122,5,Platinum
2413,2413,3095.0,191,30,55492.0,4,2,2,422,8,Gold
2414,2414,3096.0,24,77,168003.0,2,1,1,211,4,Platinum
2415,2415,3097.0,145,1,54144.0,3,4,2,342,9,Silver
2416,2416,3098.0,20,179,129252.0,1,1,1,111,3,Platinum
2417,2417,3099.0,6,31,81238.0,1,2,2,122,5,Platinum
2418,2418,3100.0,111,56,67087.0,3,1,2,312,6,Gold
2419,2419,3101.0,4,45,166627.0,1,1,1,111,3,Platinum
2420,2420,3102.0,54,5,13588.0,2,3,3,233,8,Gold
2421,2421,3103.0,173,3,36648.0,4,4,2,442,10,Silver
2422,2422,3104.0,291,26,99651.0,4,2,1,421,7,Gold
2423,2423,3105.0,11,969,525314.0,1,1,1,111,3,Platinum
2424,2424,3106.0,109,261,306174.0,3,1,1,311,5,Platinum
2425,2425,3107.0,96,32,133577.0,3,2,1,321,6,Gold
2426,2426,3108.0,243,17,47281.0,4,2,2,422,8,Gold
2427,2427,3109.0,164,86,789349.0,4,1,1,411,6,Gold
2428,2428,3110.0,4,73,79502.0,1,1,2,112,4,Platinum
2429,2429,3111.0,38,16,34581.0,2,2,2,222,6,Gold
2430,2430,3112.0,67,205,417623.0,3,1,1,311,5,Platinum
2431,2431,3113.0,26,11,34969.0,2,3,2,232,7,Gold
2432,2432,3114.0,1,468,1085034.0,1,1,1,111,3,Platinum
2433,2433,3115.0,27,58,105616.0,2,1,1,211,4,Platinum
2434,2434,3116.0,7,31,65615.0,1,2,2,122,5,Platinum
2435,2435,3117.0,54,19,134462.0,2,2,1,221,5,Platinum
2436,2436,3118.0,365,3,18035.0,4,4,3,443,11,Bronze
2437,2437,3119.0,20,19,77492.0,1,2,2,122,5,Platinum
2438,2438,3120.0,195,35,116957.0,4,2,1,421,7,Gold
2439,2439,3121.0,4,5,17489.0,1,3,3,133,7,Gold
2440,2440,3122.0,9,133,461206.0,1,1,1,111,3,Platinum
2441,2441,3123.0,4,105,179656.0,1,1,1,111,3,Platinum
2442,2442,3124.0,128,58,124323.0,3,1,1,311,5,Platinum
2443,2443,3125.0,79,46,84483.0,3,1,2,312,6,Gold
2444,2444,3126.0,72,27,59980.0,3,2,2,322,7,Gold
2445,2445,3127.0,369,1,-3336.0,4,4,4,444,12,Bronze
2446,2446,3128.0,164,11,13166.0,4,3,3,433,10,Silver
2447,2447,3129.0,115,6,42924.0,3,3,2,332,8,Gold
2448,2448,3130.0,374,14,28602.0,4,2,2,422,8,Gold
2449,2449,3131.0,82,31,105300.0,3,2,1,321,6,Gold
2450,2450,3132.0,250,8,51949.0,4,3,2,432,9,Silver
2451,2451,3133.0,233,13,27140.0,4,2,2,422,8,Gold
2452,2452,3134.0,72,33,60393.0,3,2,2,322,7,Gold
2453,2453,3135.0,69,9,20960.0,3,3,3,333,9,Silver
2454,2454,3136.0,5,217,534856.0,1,1,1,111,3,Platinum
2455,2455,3137.0,52,27,38760.0,2,2,2,222,6,Gold
2456,2456,3138.0,76,51,20670.0,3,1,3,313,7,Gold
2457,2457,3139.0,62,85,54245.0,3,1,2,312,6,Gold
2458,2458,3140.0,21,12,30020.0,1,3,2,132,6,Gold
2459,2459,3141.0,5,7,19356.0,1,3,3,133,7,Gold
2460,2460,3142.0,279,11,18162.0,4,3,3,433,10,Silver
2461,2461,3143.0,5,62,136385.0,1,1,1,111,3,Platinum
2462,2462,3144.0,41,29,30993.0,2,2,2,222,6,Gold
2463,2463,3145.0,36,32,65501.0,2,2,2,222,6,Gold
2464,2464,3146.0,76,32,64963.0,3,2,2,322,7,Gold
2465,2465,3147.0,18,172,451543.0,1,1,1,111,3,Platinum
2466,2466,3148.0,16,278,662954.0,1,1,1,111,3,Platinum
2467,2467,3149.0,220,5,9042.0,4,3,3,433,10,Silver
2468,2468,3150.0,187,11,14447.0,4,3,3,433,10,Silver
2469,2469,3151.0,33,66,146993.0,2,1,1,211,4,Platinum
2470,2470,3152.0,71,29,75097.0,3,2,2,322,7,Gold
2471,2471,3153.0,183,26,63119.0,4,2,2,422,8,Gold
2472,2472,3154.0,16,33,69203.0,1,2,2,122,5,Platinum
2473,2473,3155.0,236,5,21501.0,4,3,3,433,10,Silver
2474,2474,3156.0,32,97,321352.0,2,1,1,211,4,Platinum
2475,2475,3157.0,256,16,25428.0,4,2,3,423,9,Silver
2476,2476,3158.0,6,9,23410.0,1,3,3,133,7,Gold
2477,2477,3159.0,54,29,97077.0,2,2,1,221,5,Platinum
2478,2478,3160.0,248,5,15204.0,4,3,3,433,10,Silver
2479,2479,3161.0,81,48,109831.0,3,1,1,311,5,Platinum
2480,2480,3162.0,275,23,41551.0,4,2,2,422,8,Gold
2481,2481,3163.0,1,181,560939.0,1,1,1,111,3,Platinum
2482,2482,3164.0,80,20,39419.0,3,2,2,322,7,Gold
2483,2483,3165.0,30,119,282697.0,2,1,1,211,4,Platinum
2484,2484,3166.0,74,63,63107.0,3,1,2,312,6,Gold
2485,2485,3167.0,18,153,341703.0,1,1,1,111,3,Platinum
2486,2486,3168.0,223,9,25108.0,4,3,3,433,10,Silver
2487,2487,3169.0,33,72,153936.0,2,1,1,211,4,Platinum
2488,2488,3170.0,24,95,228186.0,2,1,1,211,4,Platinum
2489,2489,3171.0,27,52,140722.0,2,1,1,211,4,Platinum
2490,2490,3172.0,106,11,30262.0,3,3,2,332,8,Gold
2491,2491,3173.0,5,35,93204.0,1,2,1,121,4,Platinum
2492,2492,3174.0,246,26,62347.0,4,2,2,422,8,Gold
2493,2493,3175.0,179,61,121802.0,4,1,1,411,6,Gold
2494,2494,3176.0,173,14,29753.0,4,2,2,422,8,Gold
2495,2495,3177.0,41,21,38324.0,2,2,2,222,6,Gold
2496,2496,3178.0,72,24,70388.0,3,2,2,322,7,Gold
2497,2497,3179.0,56,123,839645.0,2,1,1,211,4,Platinum
2498,2498,3180.0,18,75,149148.0,1,1,1,111,3,Platinum
2499,2499,3181.0,142,31,73748.0,3,2,2,322,7,Gold
2500,2500,3182.0,18,261,507784.0,1,1,1,111,3,Platinum
2501,2501,3183.0,27,80,1344984.0,2,1,1,211,4,Platinum
2502,2502,3184.0,10,205,152104.0,1,1,1,111,3,Platinum
2503,2503,3185.0,373,8,13708.0,4,3,3,433,10,Silver
2504,2504,3186.0,198,2,8688.0,4,4,3,443,11,Bronze
2505,2505,3187.0,17,16,157439.0,1,2,1,121,4,Platinum
2506,2506,3188.0,363,9,17591.0,4,3,3,433,10,Silver
2507,2507,3189.0,20,32,23720.0,1,2,3,123,6,Gold
2508,2508,3190.0,69,52,70563.0,3,1,2,312,6,Gold
2509,2509,3191.0,17,20,49638.0,1,2,2,122,5,Platinum
2510,2510,3192.0,24,156,175754.0,2,1,1,211,4,Platinum
2511,2511,3193.0,19,261,529824.0,1,1,1,111,3,Platinum
2512,2512,3194.0,32,6,195229.0,2,3,1,231,6,Gold
2513,2513,3195.0,3,117,955219.0,1,1,1,111,3,Platinum
2514,2514,3196.0,55,98,41568.0,2,1,2,212,5,Platinum
2515,2515,3197.0,34,91,182452.0,2,1,1,211,4,Platinum
2516,2516,3198.0,3,168,425005.0,1,1,1,111,3,Platinum
2517,2517,3199.0,374,3,14783.0,4,4,3,443,11,Bronze
2518,2518,3200.0,48,10,23316.0,2,3,3,233,8,Gold
2519,2519,3201.0,74,44,246345.0,3,2,1,321,6,Gold
2520,2520,3202.0,5,30,154140.0,1,2,1,121,4,Platinum
2521,2521,3203.0,5,269,8102167.0,1,1,1,111,3,Platinum
2522,2522,3204.0,62,62,49312.0,3,1,2,312,6,Gold
2523,2523,3205.0,48,585,409900.0,2,1,1,211,4,Platinum
2524,2524,3206.0,2,62,165181.0,1,1,1,111,3,Platinum
2525,2525,3207.0,77,15,54200.0,3,2,2,322,7,Gold
2526,2526,3208.0,51,13,27336.0,2,2,2,222,6,Gold
2527,2527,3209.0,294,1,875.0,4,4,4,444,12,Bronze
2528,2528,3210.0,69,60,60477.0,3,1,2,312,6,Gold
2529,2529,3211.0,139,10,73116.0,3,3,2,332,8,Gold
2530,2530,3212.0,242,21,12778.0,4,2,3,423,9,Silver
2531,2531,3213.0,256,4,143160.0,4,3,1,431,8,Gold
2532,2532,3214.0,9,311,698580.0,1,1,1,111,3,Platinum
2533,2533,3215.0,9,153,878911.0,1,1,1,111,3,Platinum
2534,2534,3216.0,2,284,1680015.0,1,1,1,111,3,Platinum
2535,2535,3217.0,38,123,65414.0,2,1,2,212,5,Platinum
2536,2536,3218.0,46,27,80616.0,2,2,2,222,6,Gold
2537,2537,3219.0,85,78,337651.0,3,1,1,311,5,Platinum
2538,2538,3220.0,20,398,341186.0,1,1,1,111,3,Platinum
2539,2539,3221.0,4,22,209357.0,1,2,1,121,4,Platinum
2540,2540,3222.0,17,442,445290.0,1,1,1,111,3,Platinum
2541,2541,3223.0,19,626,863783.0,1,1,1,111,3,Platinum
2542,2542,3224.0,224,93,148807.0,4,1,1,411,6,Gold
2543,2543,3225.0,79,19,63310.0,3,2,2,322,7,Gold
2544,2544,3226.0,275,2,93600.0,4,4,1,441,9,Silver
2545,2545,3227.0,11,235,399531.0,1,1,1,111,3,Platinum
2546,2546,3228.0,370,45,87845.0,4,1,1,411,6,Gold
2547,2547,3229.0,15,203,240432.0,1,1,1,111,3,Platinum
2548,2548,3230.0,27,27,24018.0,2,2,3,223,7,Gold
2549,2549,3231.0,263,37,36747.0,4,2,2,422,8,Gold
2550,2550,3232.0,18,228,702806.0,1,1,1,111,3,Platinum
2551,2551,3233.0,92,43,72472.0,3,2,2,322,7,Gold
2552,2552,3234.0,304,150,89571.0,4,1,1,411,6,Gold
2553,2553,3235.0,27,185,191539.0,2,1,1,211,4,Platinum
2554,2554,3236.0,365,46,35727.0,4,1,2,412,7,Gold
2555,2555,3237.0,47,265,138769.0,2,1,1,211,4,Platinum
2556,2556,3238.0,39,661,1012312.0,2,1,1,211,4,Platinum
2557,2557,3239.0,53,84,121040.0,2,1,1,211,4,Platinum
2558,2558,3240.0,32,28,79455.0,2,2,2,222,6,Gold
2559,2559,3241.0,53,52,85793.0,2,1,2,212,5,Platinum
2560,2560,3242.0,79,127,300842.0,3,1,1,311,5,Platinum
2561,2561,3243.0,58,1,51552.0,3,4,2,342,9,Silver
2562,2562,3245.0,176,16,37501.0,4,2,2,422,8,Gold
2563,2563,3246.0,52,2,-4064.0,2,4,4,244,10,Silver
2564,2564,3247.0,30,193,323177.0,2,1,1,211,4,Platinum
2565,2565,3248.0,12,240,169837.0,1,1,1,111,3,Platinum
2566,2566,3249.0,87,358,1034416.0,3,1,1,311,5,Platinum
2567,2567,3250.0,5,451,893947.0,1,1,1,111,3,Platinum
2568,2568,3251.0,30,45,110847.0,2,1,1,211,4,Platinum
2569,2569,3252.0,18,69,201032.0,1,1,1,111,3,Platinum
2570,2570,3253.0,45,95,73890.0,2,1,2,212,5,Platinum
2571,2571,3254.0,31,24,142053.0,2,2,1,221,5,Platinum
2572,2572,3255.0,375,9,23431.0,4,3,3,433,10,Silver
2573,2573,3256.0,59,34,33918.0,3,2,2,322,7,Gold
2574,2574,3258.0,115,175,209038.0,3,1,1,311,5,Platinum
2575,2575,3259.0,215,12,27868.0,4,3,2,432,9,Silver
2576,2576,3260.0,319,7,16365.0,4,3,3,433,10,Silver
2577,2577,3261.0,66,22,48816.0,3,2,2,322,7,Gold
2578,2578,3262.0,8,43,105703.0,1,2,1,121,4,Platinum
2579,2579,3263.0,97,13,48581.0,3,2,2,322,7,Gold
2580,2580,3264.0,20,86,169338.0,1,1,1,111,3,Platinum
2581,2581,3265.0,188,24,80236.0,4,2,2,422,8,Gold
2582,2582,3266.0,4,716,338009.0,1,1,1,111,3,Platinum
2583,2583,3267.0,299,1,3552.0,4,4,4,444,12,Bronze
2584,2584,3268.0,274,34,145894.0,4,2,1,421,7,Gold
2585,2585,3269.0,31,222,777635.0,2,1,1,211,4,Platinum
2586,2586,3270.0,49,58,54933.0,2,1,2,212,5,Platinum
2587,2587,3271.0,261,40,41932.0,4,2,2,422,8,Gold
2588,2588,3272.0,58,146,97166.0,3,1,1,311,5,Platinum
2589,2589,3273.0,35,253,295701.0,2,1,1,211,4,Platinum
2590,2590,3274.0,58,25,25822.0,3,2,2,322,7,Gold
2591,2591,3275.0,68,49,81944.0,3,1,2,312,6,Gold
2592,2592,3276.0,12,157,189830.0,1,1,1,111,3,Platinum
2593,2593,3277.0,61,76,50889.0,3,1,2,312,6,Gold
2594,2594,3278.0,81,50,25911.0,3,1,2,312,6,Gold
2595,2595,3279.0,76,16,34442.0,3,2,2,322,7,Gold
2596,2596,3280.0,3,342,1295715.0,1,1,1,111,3,Platinum
2597,2597,3281.0,101,60,56899.0,3,1,2,312,6,Gold
2598,2598,3282.0,368,19,34600.0,4,2,2,422,8,Gold
2599,2599,3283.0,18,196,258322.0,1,1,1,111,3,Platinum
2600,2600,3284.0,22,3,12000.0,2,4,3,243,9,Silver
2601,2601,3285.0,124,153,74812.0,3,1,2,312,6,Gold
2602,2602,3286.0,12,5,9998.0,1,3,3,133,7,Gold
2603,2603,3287.0,4,94,200453.0,1,1,1,111,3,Platinum
2604,2604,3288.0,30,315,204442.0,2,1,1,211,4,Platinum
2605,2605,3289.0,283,12,13624.0,4,3,3,433,10,Silver
2606,2606,3290.0,58,16,29688.0,3,2,2,322,7,Gold
2607,2607,3291.0,2,285,167559.0,1,1,1,111,3,Platinum
2608,2608,3292.0,366,66,54287.0,4,1,2,412,7,Gold
2609,2609,3293.0,90,18,39270.0,3,2,2,322,7,Gold
2610,2610,3294.0,12,162,143676.0,1,1,1,111,3,Platinum
2611,2611,3295.0,167,120,105342.0,4,1,1,411,6,Gold
2612,2612,3296.0,66,24,48005.0,3,2,2,322,7,Gold
2613,2613,3297.0,24,59,65093.0,2,1,2,212,5,Platinum
2614,2614,3298.0,174,98,69302.0,4,1,2,412,7,Gold
2615,2615,3299.0,104,102,95733.0,3,1,1,311,5,Platinum
2616,2616,3300.0,144,67,150294.0,3,1,1,311,5,Platinum
2617,2617,3301.0,100,23,40258.0,3,2,2,322,7,Gold
2618,2618,3302.0,24,150,123997.0,2,1,1,211,4,Platinum
2619,2619,3303.0,193,16,34632.0,4,2,2,422,8,Gold
2620,2620,3304.0,5,28,79425.0,1,2,2,122,5,Platinum
2621,2621,3305.0,361,15,52538.0,4,2,2,422,8,Gold
2622,2622,3306.0,9,447,256421.0,1,1,1,111,3,Platinum
2623,2623,3307.0,15,324,785712.0,1,1,1,111,3,Platinum
2624,2624,3308.0,105,27,54168.0,3,2,2,322,7,Gold
2625,2625,3309.0,4,91,182679.0,1,1,1,111,3,Platinum
2626,2626,3310.0,11,188,428394.0,1,1,1,111,3,Platinum
2627,2627,3311.0,96,26,59751.0,3,2,2,322,7,Gold
2628,2628,3312.0,228,38,42323.0,4,2,2,422,8,Gold
2629,2629,3313.0,16,26,60878.0,1,2,2,122,5,Platinum
2630,2630,3314.0,39,28,111816.0,2,2,1,221,5,Platinum
2631,2631,3315.0,52,21,38053.0,2,2,2,222,6,Gold
2632,2632,3316.0,113,7,15182.0,3,3,3,333,9,Silver
2633,2633,3317.0,157,11,23474.0,4,3,3,433,10,Silver
2634,2634,3318.0,39,23,45546.0,2,2,2,222,6,Gold
2635,2635,3319.0,191,12,21842.0,4,3,3,433,10,Silver
2636,2636,3320.0,2,46,132655.0,1,1,1,111,3,Platinum
2637,2637,3321.0,228,24,60636.0,4,2,2,422,8,Gold
2638,2638,3322.0,134,10,21583.0,3,3,3,333,9,Silver
2639,2639,3323.0,40,11,33315.0,2,3,2,232,7,Gold
2640,2640,3324.0,32,166,396518.0,2,1,1,211,4,Platinum
2641,2641,3325.0,199,26,68983.0,4,2,2,422,8,Gold
2642,2642,3326.0,9,292,2007549.0,1,1,1,111,3,Platinum
2643,2643,3327.0,37,116,282177.0,2,1,1,211,4,Platinum
2644,2644,3328.0,65,64,156323.0,3,1,1,311,5,Platinum
2645,2645,3329.0,43,374,1503712.0,2,1,1,211,4,Platinum
2646,2646,3330.0,53,11,25652.0,2,3,3,233,8,Gold
2647,2647,3331.0,44,12,23600.0,2,3,3,233,8,Gold
2648,2648,3332.0,53,14,39716.0,2,2,2,222,6,Gold
2649,2649,3333.0,187,8,13967.0,4,3,3,433,10,Silver
2650,2650,3334.0,334,19,42776.0,4,2,2,422,8,Gold
2651,2651,3335.0,8,20,46294.0,1,2,2,122,5,Platinum
2652,2652,3336.0,12,9,17285.0,1,3,3,133,7,Gold
2653,2653,3337.0,25,19,39303.0,2,2,2,222,6,Gold
2654,2654,3338.0,16,2,4170.0,1,4,4,144,9,Silver
2655,2655,3339.0,369,12,33731.0,4,3,2,432,9,Silver
2656,2656,3340.0,107,72,84744.0,3,1,2,312,6,Gold
2657,2657,3341.0,60,7,23336.0,3,3,3,333,9,Silver
2658,2658,3342.0,32,28,70264.0,2,2,2,222,6,Gold
2659,2659,3343.0,142,11,24230.0,3,3,3,333,9,Silver
2660,2660,3344.0,23,128,104962.0,2,1,1,211,4,Platinum
2661,2661,3345.0,23,139,339755.0,2,1,1,211,4,Platinum
2662,2662,3346.0,78,7,93775.0,3,3,1,331,7,Gold
2663,2663,3347.0,5,288,903364.0,1,1,1,111,3,Platinum
2664,2664,3348.0,66,122,250283.0,3,1,1,311,5,Platinum
2665,2665,3349.0,13,159,108853.0,1,1,1,111,3,Platinum
2666,2666,3350.0,26,6,-198.0,2,3,4,234,9,Silver
2667,2667,3351.0,31,178,190440.0,2,1,1,211,4,Platinum
2668,2668,3352.0,71,1,46200.0,3,4,2,342,9,Silver
2669,2669,3353.0,67,38,94174.0,3,2,1,321,6,Gold
2670,2670,3354.0,188,38,32996.0,4,2,2,422,8,Gold
2671,2671,3355.0,38,26,58859.0,2,2,2,222,6,Gold
2672,2672,3356.0,16,101,56705.0,1,1,2,112,4,Platinum
2673,2673,3357.0,36,37,26010.0,2,2,2,222,6,Gold
2674,2674,3358.0,195,133,201413.0,4,1,1,411,6,Gold
2675,2675,3359.0,2,201,94935.0,1,1,1,111,3,Platinum
2676,2676,3360.0,2,101,60981.0,1,1,2,112,4,Platinum
2677,2677,3361.0,367,45,17894.0,4,1,3,413,8,Gold
2678,2678,3362.0,65,68,26733.0,3,1,2,312,6,Gold
2679,2679,3363.0,300,44,24198.0,4,2,3,423,9,Silver
2680,2680,3364.0,27,163,59773.0,2,1,2,212,5,Platinum
2681,2681,3365.0,8,125,155659.0,1,1,1,111,3,Platinum
2682,2682,3366.0,20,78,122219.0,1,1,1,111,3,Platinum
2683,2683,3367.0,117,44,203120.0,3,2,1,321,6,Gold
2684,2684,3368.0,30,59,47149.0,2,1,2,212,5,Platinum
2685,2685,3369.0,5,702,483345.0,1,1,1,111,3,Platinum
2686,2686,3370.0,6,207,380845.0,1,1,1,111,3,Platinum
2687,2687,3371.0,82,93,72422.0,3,1,2,312,6,Gold
2688,2688,3372.0,31,151,111196.0,2,1,1,211,4,Platinum
2689,2689,3373.0,69,19,48252.0,3,2,2,322,7,Gold
2690,2690,3374.0,5,543,195262.0,1,1,1,111,3,Platinum
2691,2691,3375.0,28,103,297579.0,2,1,1,211,4,Platinum
2692,2692,3376.0,291,8,14310.0,4,3,3,433,10,Silver
2693,2693,3377.0,37,38,29666.0,2,2,2,222,6,Gold
2694,2694,3378.0,10,57,69155.0,1,1,2,112,4,Platinum
2695,2695,3379.0,24,143,81403.0,2,1,2,212,5,Platinum
2696,2696,3380.0,277,9,50104.0,4,3,2,432,9,Silver
2697,2697,3381.0,54,130,136356.0,2,1,1,211,4,Platinum
2698,2698,3382.0,157,327,330978.0,4,1,1,411,6,Gold
2699,2699,3383.0,62,59,24240.0,3,1,3,313,7,Gold
2700,2700,3384.0,13,690,839988.0,1,1,1,111,3,Platinum
2701,2701,3385.0,22,86,93995.0,2,1,1,211,4,Platinum
2702,2702,3386.0,373,14,24747.0,4,2,3,423,9,Silver
2703,2703,3387.0,118,6,67238.0,3,3,2,332,8,Gold
2704,2704,3388.0,81,211,381948.0,3,1,1,311,5,Platinum
2705,2705,3389.0,4,77,177644.0,1,1,1,111,3,Platinum
2706,2706,3390.0,27,54,54681.0,2,1,2,212,5,Platinum
2707,2707,3391.0,6,893,620845.0,1,1,1,111,3,Platinum
2708,2708,3392.0,54,53,20798.0,2,1,3,213,6,Gold
2709,2709,3393.0,2,49,65348.0,1,1,2,112,4,Platinum
2710,2710,3394.0,55,61,114911.0,2,1,1,211,4,Platinum
2711,2711,3395.0,26,57,36216.0,2,1,2,212,5,Platinum
2712,2712,3396.0,10,239,240644.0,1,1,1,111,3,Platinum
2713,2713,3397.0,53,303,414510.0,2,1,1,211,4,Platinum
2714,2714,3398.0,13,282,230841.0,1,1,1,111,3,Platinum
2715,2715,3399.0,212,33,89272.0,4,2,1,421,7,Gold
2716,2716,3400.0,24,246,572857.0,2,1,1,211,4,Platinum
2717,2717,3401.0,236,21,52890.0,4,2,2,422,8,Gold
